% pa
21三体综合症 ershiyisantizonghezheng
外包 waibao
外卖 waimai
外号 waihao
外向 waixiang
外向型 waixiangxing
外商 waishang
外商独资企业 waishangduziqiye
外商直接投资 waishangzhijietouzi
外围 waiwei
外国 waiguo
外国人 waiguoren
外国人居住证明 waiguorenjuzhuzhengming
外国公司 waiguogongsi
外国媒体 waiguomeiti
外国投资者 waiguotouzizhe
外国旅游者 waiguolu:youzhe
外国电影 waiguodianying
外国话 waiguohua
外国语 waiguoyu
外国资本 waiguoziben
外圆内方 waiyuanneifang
外在 waizai
外在超越 waizaichaoyue
外地 waidi
外地人 waidiren
外场 waichang
外埔 Waibu
外埔乡 Waibuxiang
外墙 waiqiang
外壳 waike
外太空 waitaikong
外头 waitou
外套 waitao
外婆 waipo
外媒 waimei
外孙 waisun
外孙女 waisunnu:
外孙女儿 waisunnu:r
外孙子 waisunzi
外宽内忌 waikuanneiji
外宾 waibin
外小腿 waixiaotui
外层 waiceng
外层空间 waicengkongjian
外差 waicha
外币 waibi
外带 waidai
外延 waiyan
外强中干 waiqiangzhonggan
外形 waixing
外径 waijing
外心 waixin
外快 waikuai
外患 waihuan
外手 waishou
外挂程式 waiguachengshi
外推 waitui
外推法 waituifa
外插 waicha
外援 waiyuan
外搭程式 waidachengshi
外放 waifang
外教 waijiao
外敷 waifu
外文 waiwen
外文系 waiwenxi
外斜肌 waixieji
外星 waixing
外星人 waixingren
外来 wailai
外来人 wailairen
外来成语 wailaichengyu
外来投资 wailaitouzi
外来物种 wailaiwuzhong
外来词 wailaici
外来语 wailaiyu
外来货 wailaihuo
外汇 waihui
外汇储备 waihuichubei
外泄 waixie
外流 wailiu
外海 waihai
外源 waiyuan
外滩 Waitan
外激素 waijisu
外照射 waizhaoshe
外爷 waiye
外环线 waihuanxian
外甥 waisheng
外甥女 waishengnu:
外甥女婿 waishengnu:xu
外甥媳妇 waishengxifu
外用 waiyong
外电 waidian
外界 waijie
外皮 waipi
外相 waixiang
外眼角 waiyanjiao
外祖母 waizumu
外祖父 waizufu
外科 waike
外科医生 waikeyisheng
外科学 waikexue
外科手术 waikeshoushu
外积 waiji
外稃 waifu
外籍 waiji
外籍劳工 waijilaogong
外籍华人 waijiHuaren
外耳 waier
外耳道 waierdao
外胚层 waipeiceng
外蒙古 WaiMenggu
外行 waihang
外衣 waiyi
外表 waibiao
外袍 waipao
外观 waiguan
外观设计 waiguansheji
外设 waishe
外语 waiyu
外貌 waimao
外质膜 waizhimo
外贸 waimao
外贾 waijia
外资 waizi
外资企业 waiziqiye
外路 wailu
外踝 waihuai
外边 waibian
外边儿 waibianr
外送 waisong
外逃 waitao
外遇 waiyu
外邦人 waibangren
外部 waibu
外部连接 waibulianjie
外部链接 waibulianjie
外郭城 waiguocheng
外销 waixiao
外错角 waicuojiao
外长 waizhang
外间 waijian
外阴 waiyin
外院 waiyuan
外露 wailu
外面 waimian
外面 waimian
外骨骼 waiguge
外高加索 WaiGaojiasuo
外鹜 waiwu
夗 yuan
夙 su
夙兴夜寐 suxingyemei
夙夜 suye
夙夜匪懈 suyefeixie
夙嫌 suxian
夙愿 suyuan
夙愿以偿 suyuanyichang
夙愿得偿 suyuandechang
夙敌 sudi
夙日 suri
夙诺 sunuo
多 duo
多个 duoge
多久 duojiu
多么 duome
多义 duoyi
多义性 duoyixing
多义词 duoyici
多事 duoshi
多事之秋 duoshizhiqiu
多于 duoyu
多亏 duokui
多云 duoyun
多产 duochan
多任务 duorenwu
多伊尔 Duoyier
多伦 Duolun
多伦县 Duolunxian
多伦多 Duolunduo
多余 duoyu
多佛 Duofo
多佛尔 Duofoer
多侧面 duocemian
多倍体 duobeiti
多值 duozhi
多值函数 duozhihanshu
多元 duoyuan
多元不饱和脂肪酸 duoyuanbubaohezhifangsuan
多元化 duoyuanhua
多元宇宙 duoyuanyuzhou
多元性 duoyuanxing
多元文化主义 duoyuanwenhuazhuyi
多元论 duoyuanlun
多元酯 duoyuanzhi
多党 duodang
多党制 duodangzhi
多党选举 duodangxuanju
多利 Duoli
多力多滋 Duoliduozi
多功能 duogongneng
多功能表 duogongnengbiao
多动症 duodongzheng
多助 duozhu
多劳多得 duolaoduode
多半 duoban
多发性硬化症 duofaxingyinghuazheng
多发性骨髓瘤 duofaxinggusuiliu
多发病 duofabing
多变 duobian
多叶 duoye
多吃多占 duochiduozhan
多咱 duozan
多哈 Duoha
多哈回合 Duohahuihe
多哥 Duoge
多嘴 duozui
多嘴多舌 duozuiduoshe
多国 duoguo
多国公司 duoguogongsi
多士 duoshi
多多 duoduo
多多少少 duoduoshaoshao
多多益善 duoduoyishan
多多马 Duoduoma
多大 duoda
多大点事 duodadianshi
多头 duotou
多如牛毛 duoruniumao
多妻制 duoqizhi
多姿 duozi
多姿多彩 duoziduocai
多媒体 duomeiti
多媒体资讯 duomeitizixun
多子多福 duoziduofu
多孔动物 duokongdongwu
多孔性 duokongxing
多孔材料 duokongcailiao
多字节 duozijie
多学科 duoxueke
多宝鱼 duobaoyu
多寡 duogua
多少 duoshao
多少 duoshao
多少有些 duoshaoyouxie
多尔 Duoer
多尔衮 Duoergun
多层复 duocengfu
多层复迭 duocengfudie
多层大厦 duocengdasha
多层材 duocengcai
多层次分析模型 duocengcifenximoxing
多山 duoshan
多山地区 duoshandiqu
多工 duogong
多工作业 duogongzuoye
多工化 duogonghua
多工器 duogongqi
多工运作 duogongyunzuo
多巴胺 duobaan
多幕剧 duomuju
多平台 duopingtai
多年来 duonianlai
多年生 duoniansheng
多形核白细胞 duoxinghebaixibao
多彩 duocai
多彩多姿 duocaiduozi
多得是 duodeshi
多心 duoxin
多情 duoqing
多愁善感 duochoushangan
多愁多病 duochouduobing
多手多脚 duoshouduojiao
多才 duocai
多才多艺 duocaiduoyi
多报 duobao
多拿滋 duonazi
多放 duofang
多数 duoshu
多数党 duoshudang
多数决 duoshujue
多方 duofang
多方位 duofangwei
多方面 duofangmian
多日赛 duorisai
多早晚 duozaowan
多时 duoshi
多明尼加 Duomingnijia
多明尼加共和国 DuomingnijiaGongheguo
多星 duoxing
多普勒 Duopule
多普勒效应 Duopulexiaoying
多普达 Duopuda
多晶硅 duojinggui
多束 duoshu
多极化 duojihua
多树木 duoshumu
多样 duoyang
多样化 duoyanghua
多样性 duoyangxing
多栽花少栽刺 duozaihuashaozaici
多模 duomo
多模光纤 duomoguangxian
多模块 duomokuai
多次 duoci
多此一举 duociyiju
多民族 duominzu
多民族国家 duominzuguojia
多氯联苯 duolu:lianben
多水分 duoshuifen
多汁 duozhi
多灾多难 duozaiduonan
多特蒙德 Duotemengde
多瑙 Duonao
多瑙河 DuonaoHe
多瓣蒜 duobansuan
多用 duoyong
多用户 duoyonghu
多用途 duoyongtu
多疑 duoyi
多目的 duomudi
多礼 duoli
多神教 duoshenjiao
多神论 duoshenlun
多神论者 duoshenlunzhe
多种 duozhong
多种多样 duozhongduoyang
多种维生素 duozhongweishengsu
多种语言 duozhongyuyan
多种语言支持 duozhongyuyanzhichi
多站 duozhan
多站地址 duozhandizhi
多端 duoduan
多端中继器 duoduanzhongjiqi
多管闲事 duoguanxianshi
多米尼克 Duominike
多米尼加 Duominijia
多米尼加共和国 DuominijiaGongheguo
多米尼加联邦 DuominijiaLianbang
多米诺 duominuo
多米诺骨牌 duominuogupai
多粒子 duolizi
多粒子系统 duolizixitong
多糖 duotang
多累 duolei
多细胞 duoxibao
多细胞生物 duoxibaoshengwu
多维 duowei
多肉 duorou
多肉植物 duorouzhiwu
多育 duoyu
多肽 duotai
多肽连 duotailian
多胎妊娠 duotairenshen
多胞形 duobaoxing
多腺染色体 duoxianranseti
多舛 duochuan
多芬 Duofen
多菲什 duofeishi
多行不义必自毙 duoxingbuyibizibi
多角体 duojiaoti
多角形 duojiaoxing
多言 duoyan
多语言 duoyuyan
多谋善断 duomoushanduan
多谢 duoxie
多足动物 duozudongwu
多足类 duozulei
多轮 duolun
多边 duobian
多边协定 duobianxieding
多边合作 duobianhezuo
多边形 duobianxing
多边贸易 duobianmaoyi
多边贸易谈判 duobianmaoyitanpan
多达 duoda
多退少补 duotuishaobu
多那太罗 Duonatailuo
多醣 duotang
多采 duocai
多重 duochong
多重国籍 duochongguoji
多重性 duochongxing
多钱善贾 duoqianshangu
多铧犁 duohuali
多闻天 Duowentian
多难兴邦 duonanxingbang
多面体 duomianti
多面手 duomianshou
多面角 duomianjiao
多音 duoyin
多音多义字 duoyinduoyizi
多音字 duoyinzi
多音节词 duoyinjieci
多项式 duoxiangshi
多项式方程 duoxiangshifangcheng
多项式方程组 duoxiangshifangchengzu
多香果 duoxiangguo
夜 ye
夜 ye
夜不归宿 yebuguisu
夜不成眠 yebuchengmian
夜不闭户 yebubihu
夜以继日 yeyijiri
夜光 yeguang
夜半 yeban
夜叉 yecha
夜场 yechang
夜壶 yehu
夜夜 yeye
夜大学 yedaxue
夜宵 yexiao
夜宵儿 yexiaor
夜市 yeshi
夜幕 yemu
夜幕低垂 yemudichui
夜幕降临 yemujianglin
夜店 yedian
夜总会 yezonghui
夜惊 yejing
夜招待酒会 yezhaodaijiuhui
夜晚 yewan
夜景 yejing
夜曲 yequ
夜来香 yelaixiang
夜枭 yexiao
夜校 yexiao
夜消 yexiao
夜深人静 yeshenrenjing
夜猫子 yemaozi
夜班 yeban
夜生活 yeshenghuo
夜盆儿 yepenr
夜盲症 yemangzheng
夜神仙 yeshenxian
夜空 yekong
夜色 yese
夜色苍茫 yesecangmang
夜莺 yeying
夜行 yexing
夜行军 yexingjun
夜行性 yexingxing
夜行昼伏 yexingzhoufu
夜袭 yexi
夜视 yeshi
夜视仪 yeshiyi
夜视镜 yeshijing
夜郎 Yelang
夜郎自大 Yelangzida
夜里 yeli
夜间 yejian
夜阑 yelan
夜阑人静 yelanrenjing
夜阑珊 yelanshan
夜香木 yexiangmu
夜鸟 yeniao
夜鹭 yelu
夜鹰 yeying
够 gou
够不着 goubuzhao
够受的 goushoude
够呛 gouqiang
够味 gouwei
够得着 goudezhao
够意思 gouyisi
够戗 gouqiang
够朋友 goupengyou
够本 gouben
够格 gouge
夣 meng
夤 yin
夤缘 yinyuan
夤缘攀附 yinyuanpanfu
夥 huo
夥伴 huoban
夥计 huoji
夥颐 huoyi
大 da
大 dai
大V daV
大一 dayi
大一些 dayixie
大一统 dayitong
大一统志 dayitongzhi
大丈夫 dazhangfu
大丈夫能屈能伸 dazhangfunengqunengshen
大三 dasan
大三和弦 dasanhexian
大三度 dasandu
大不了 dabuliao
大不列蹀 dabuliedie
大不列颠 DaBuliedian
大不相同 dabuxiangtong
大不里士 Dabulishi
大不韪 dabuwei
大专 dazhuan
大业 daye
大东 Dadong
大东亚共荣圈 DaDongyaGongrongquan
大东区 Dadongqu
大个儿 dager
大中华 DaZhonghua
大中学生 dazhongxuesheng
大丰 Dafeng
大丰市 Dafengshi
大为 dawei
大主教 dazhujiao
大丽花 dalihua
大举 daju
大久保 Dajiubao
大久保利通 DajiubaoLitong
大义 dayi
大义凛然 dayilinran
大义灭亲 dayimieqin
大乌苏里岛 DaWusuliDao
大乌鸦 dawuya
大乘 Dasheng
大事 dashi
大事化小，小事化了 dashihuaxiao,xiaoshihuale
大二 daer
大于 dayu
大五码 dawuma
大五趾跳鼠 dawuzhitiaoshu
大亚湾 Dayawan
大亨 daheng
大人 daren
大人不记小人过 darenbujixiaorenguo
大仙 daxian
大仲马 DaZhongma
大件 dajian
大众 Dazhong
大众 dazhong
大众传播 dazhongchuanbo
大众化 dazhonghua
大众捷运 dazhongjieyun
大众文化 dazhongwenhua
大众汽车 Dazhongqiche
大众运输 dazhongyunshu
大伙 dahuo
大伙儿 dahuor
大会 dahui
大会报告起草人 dahuibaogaoqicaoren
大伟 Dawei
大伤元气 dashangyuanqi
大伦敦地区 daLundundiqu
大伯 dabo
大伯子 dabaizi
大体 dati
大体上 datishang
大余 Dayu
大余县 Dayuxian
大作 dazuo
大佬 dalao
大使 dashi
大使级 dashiji
大使馆 dashiguan
大侠 daxia
大便 dabian
大便干燥 dabianganzao
大便秘结 dabianmijie
大修 daxiu
大修道院 daxiudaoyuan
大修道院长 daxiudaoyuanzhang
大傻瓜 dashagua
大元大一统志 DaYuandayitongzhi
大元帅 dayuanshuai
大先知书 Daxianzhishu
大全 daquan
大公司 dagongsi
大公国 dagongguo
大公国际 DagongGuoji
大公报 DagongBao
大公无私 dagongwusi
大关 daguan
大关县 Daguanxian
大兴 Daxing
大兴 daxing
大兴区 Daxingqu
大兴土木 daxingtumu
大兴安岭 Daxinganling
大兴安岭地区 Daxinganlingdiqu
大兴安岭山脉 Daxinganlingshanmai
大兴问罪之师 daxingwenzuizhishi
大典 dadian
大内 Danei
大内乡 Daneixiang
大写 daxie
大写字母 daxiezimu
大写锁定 daxiesuoding
大军 dajun
大军区 dajunqu
大农场 danongchang
大冶 Daye
大冶市 Dayeshi
大凡 dafan
大凡粗知 dafancuzhi
大出其汗 dachuqihan
大刀 dadao
大刀会 dadaohui
大刀阔斧 dadaokuofu
大分县 Dafenxian
大分子 dafenzi
大分界岭 Dafenjieling
大利拉 Dalila
大别山 Dabieshan
大剌剌 dalala
大前天 daqiantian
大前年 daqiannian
大前提 daqianti
大剪刀 dajiandao
大副 dafu
大力 dali
大力发展 dalifazhan
大力士 dalishi
大力水手 DaliShuishou
大力神 dalishen
大功 dagong
大功告成 dagonggaocheng
大加那利岛 DaJianaliDao
大动干戈 dadonggange
大动脉 dadongmai
大势所趋 dashisuoqu
大势至菩萨 DashizhiPusa
大勇若怯 dayongruoqie
大勇若怯，大智若愚 dayongruoqie,dazhiruoyu
大包大揽 dabaodalan
大化县 Dahuaxian
大化瑶族自治县 DahuaYaozuZizhixian
大匠 dajiang
大半 daban
大卖场 damaichang
大卡 daka
大卫 Dawei
大卫・米利班德 Dawei·Milibande
大卫・艾登堡 Dawei·Aidengbao
大卫营和约 Daweiyingheyue
大印 dayin
大厂 Dachang
大厂 dachang
大厂县 Dachangxian
大厂回族自治县 DachangHuizuzizhixian
大厅 dating
大厦 dasha
大厦将倾 dashajiangqing
大发 Dafa
大发雷霆 dafaleiting
大叔 dashu
大变 dabian
大口 dakou
大口径 dakoujing
大只 dazhi
大可不必 dakebubi
大叶性肺炎 dayexingfeiyan
大号 dahao
大司农 dasinong
大吃 dachi
大吃一惊 dachiyijing
大吃二喝 dachierhe
大吃大喝 dachidahe
大吃特吃 dachitechi
大吃苦头 dachikutou
大合唱 dahechang
大吉 daji
大吉大利 dajidali
大同 Datong
大同乡 Datongxiang
大同乡 datongxiang
大同区 Datongqu
大同县 Datongxian
大同小异 datongxiaoyi
大同市 Datongshi
大名 Daming
大名 daming
大名县 Damingxian
大名鼎鼎 damingdingding
大后天 dahoutian
大后年 dahounian
大吞噬细胞 datunshixibao
大吵大闹 dachaodanao
大吹大擂 dachuidalei
大员 dayuan
大呼小叫 dahuxiaojiao
大呼拉尔 Dahulaer
大和 Dahe
大哥 dage
大哥大 dageda
大哭 daku
大唐 DaTang
大唐狄公案 DaTangDiGongan
大唐芙蓉园 DatangFurongYuan
大唐西域记 DaTangXiyuJi
大啖一番 dadanyifan
大喊 dahan
大喊大叫 dahandajiao
大喜 daxi
大喜过望 daxiguowang
大嗓 dasang
大嘴鸟 dazuiniao
大器晚成 daqiwancheng
大四 dasi
大园 Dayuan
大园乡 Dayuanxiang
大国 daguo
大国家党 DaGuojiaDang
大圆 dayuan
大圆圈 dayuanquan
大圣 dasheng
大地 dadi
大地主 dadizhu
大地之歌 Dadizhige
大地图 daditu
大地洞 dadidong
大地测量学 dadiceliangxue
大地线 dadixian
大地震 dadizhen
大场鸫 DachangDong
大坂 Daban
大坏蛋 dahuaidan
大坑 dakeng
大块头 dakuaitou
大块朵颐 dakuaiduoyi
大坝 daba
大型 daxing
大型企业 daxingqiye
大型强子对撞机 DaxingQiangziDuizhuangJi
大城 Dacheng
大城乡 Dachengxiang
大城县 Dachengxian
大城市 dachengshi
大埔 Dabu
大埔乡 Dabuxiang
大埔县 Dabuxian
大埤 Dapi
大埤乡 Dapixiang
大堂 datang
大堡礁 Dabaojiao
大墓地 damudi
大声 dasheng
大声喊叫 dashenghanjiao
大声疾呼 dashengjihu
大处着眼 dachuzhuoyan
大处着眼，小处着手 dachuzhuoyan,xiaochuzhuoshou
大夏 daXia
大外 DaWai
大多 daduo
大多数 daduoshu
大夥 dahuo
大大 dada
大大咧咧 dadalielie
大大小小 dadaxiaoxiao
大大方方 dadafangfang
大夫 dafu
大夫 daifu
大失所望 dashisuowang
大头目 datoumu
大头贴 datoutie
大头钉 datouding
大夼 Dakuang
大夼镇 Dakuangzhen
大奖 dajiang
大奸似忠 dajiansizhong
大妈 dama
大姐 dajie
大姑 dagu
大姚 Dayao
大姚县 Dayaoxian
大姨 dayi
大姨妈 dayima
大姨子 dayizi
大娘 daniang
大媒 damei
大嫂 dasao
大字报 dazibao
大学 Daxue
大学 daxue
大学城 daxuecheng
大学学科能力测验 DaxueXuekeNengliCeyan
大学本科 daxuebenke
大学生 daxuesheng
大学预科 daxueyuke
大宁 Daning
大宁县 Daningxian
大宇 Dayu
大安 Daan
大安乡 Daanxiang
大安区 Daanqu
大安市 Daanshi
大安的列斯 Daandiliesi
大安的列斯群岛 DaAndiliesiQundao
大宗 dazong
大宛 DaYuan
大宝 Dabao
大客车 dakeche
大宪章 DaXianzhang
大家 dajia
大家闺秀 dajiaguixiu
大容量 darongliang
大富大贵 dafudagui
大富翁 Dafuweng
大寒 Dahan
大寨 dazhai
大寮 Daliao
大寮乡 Daliaoxiang
大寺院 dasiyuan
大将 dajiang
大将军 dajiangjun
大尉 dawei
大小 daxiao
大小三度 daxiaosandu
大小便 daxiaobian
大小写 daxiaoxie
大小姐 daxiaojie
大局 daju
大屠杀 datusha
大屠杀事件 datushashijian
大屯火山 Datunhuoshan
大山 Dashan
大山猫 dashanmao
大山谷州立大学 Dashanguzhoulidaxue
大屿山 Dayushan
大峡谷 Daxiagu
大巴 daba
大师 dashi
大帝 dadi
大幅 dafu
大幅度 dafudu
大庆 Daqing
大庆市 Daqingshi
大度 dadu
大度包容 dadubaorong
大庭广众 datingguangzhong
大庸 Dayong
大庾岭 Dayuling
大开 dakai
大开斋 Dakaizhai
大张声势 dazhangshengshi
大张挞伐 dazhangtafa
大张旗鼓 dazhangqigu
大彻大悟 dachedawu
大志 dazhi
大忙人 damangren
大快人心 dakuairenxin
大快朵颐 dakuaiduoyi
大怒 danu
大总统 dazongtong
大恭 dagong
大悟 Dawu
大悟县 Dawuxian
大悲咒 Dabeizhou
大惊 dajing
大惊失色 dajingshise
大惊小怪 dajingxiaoguai
大惑不解 dahuobujie
大意 dayi
大意 dayi
大愚 dayu
大愿地藏菩萨 DayuanDizangPusa
大慈恩寺 Daciensi
大憝 dadui
大我 dawo
大战 dazhan
大戟科 dajike
大户 dahu
大手大脚 dashoudajiao
大才小用 dacaixiaoyong
大批 dapi
大批特批 dapitepi
大投资家 datouzijia
大抵 dadi
大拇指 Damuzhi
大拇指 damuzhi
大拐 daguai
大括号 dakuohao
大括弧 dakuohu
大拿 dana
大指 dazhi
大捕头 dabutou
大排档 dapaidang
大提琴 datiqin
大提琴手 datiqinshou
大摇大摆 dayaodabai
大放光明 dafangguangming
大放厥辞 dafangjueci
大放异彩 dafangyicai
大放悲声 dafangbeisheng
大政方针 dazhengfangzhen
大政翼赞会 DazhengYizanhui
大敌当前 dadidangqian
大教堂 dajiaotang
大数 Dashu
大数 dashu
大数学家 dashuxuejia
大文蛤 dawenge
大斋 dazhai
大斋期 dazhaiqi
大斋节 dazhaijie
大料 daliao
大新 Daxin
大新县 Daxinxian
大方 dafang
大方 dafang
大方之家 dafangzhijia
大方县 Dafangxian
大方广佛华严经 dafangguangFohuayanjing
大族 dazu
大旗 daqi
大无畏 dawuwei
大日如来 Darirulai
大明历 Damingli
大明湖 DamingHu
大明虾 damingxia
大星芹 daxingqin
大昭寺 Dazhaosi
大显神通 daxianshentong
大显身手 daxianshenshou
大智如愚 dazhiruyu
大智慧 dazhihui
大智若愚 dazhiruoyu
大暑 Dashu
大月 dayue
大月支 Dayuezhi
大月氏 Dayuezhi
大有 dayou
大有人在 dayourenzai
大有作为 dayouzuowei
大有可为 dayoukewei
大有希望 dayouxiwang
大有文章 dayouwenzhang
大有裨益 dayoubiyi
大本涅盘经 dabenNiepanjing
大本营 dabenying
大本钟 DabenZhong
大杀风景 dashafengjing
大杂烩 dazahui
大杂院 dazayuan
大权 daquan
大权在握 daquanzaiwo
大李杜 DaLiDu
大材小用 dacaixiaoyong
大村 Dacun
大村乡 Dacunxiang
大条 datiao
大林 Dalin
大林镇 Dalinzhen
大枣 dazao
大柴旦 Dachaidan
大柴旦行政区 Dachaidanxingzhengqu
大柴旦行政委员会 Dachaidanxingzhengweiyuanhui
大柴旦镇 Dachaidanzhen
大树 Dashu
大树乡 Dashuxiang
大树菠萝 dashuboluo
大校 daxiao
大样 dayang
大根兰 dagenlan
大桥 DaQiao
大桶 datong
大梁 Daliang
大棒 dabang
大楼 dalou
大概 dagai
大款 dakuan
大正 Dazheng
大步 dabu
大步流星 dabuliuxing
大步走 dabuzou
大武 Dawu
大武乡 Dawuxiang
大武口 Dawukou
大武口区 Dawukouqu
大殿 dadian
大比目鱼 dabimuyu
大氅 dachang
大气 daqi
大气候 daqihou
大气儿 daqir
大气压 daqiya
大气压力 daqiyali
大气压强 daqiyaqiang
大气圈 daqiquan
大气层 daqiceng
大气层核试验 daqicengheshiyan
大气暖化 daqinuanhua
大气污染 daqiwuran
大气环流 daqihuanliu
大氧吧 dayangba
大水 dashui
大汉 dahan
大汉族主义 daHanzuzhuyi
大汗 dahan
大汗 dahan
大汗淋漓 dahanlinli
大江健三郎 DajiangJiansanlang
大江南北 Dajiangnanbei
大沙河 DashaHe
大河 dahe
大沽口炮台 Dagukoupaotai
大沽炮台 Dagupaotai
大法官 dafaguan
大洋 dayang
大洋中脊 dayangzhongji
大洋型地壳 dayangxingdiqiao
大洋洲 Dayangzhou
大洲 dazhou
大洼 Dawa
大洼县 Dawaxian
大浅盘 daqianpan
大浦洞 Dapudong
大浦洞二 Dapudonger
大浦洞二号 Dapudongerhao
大浪 dalang
大海 dahai
大海捞针 dahailaozhen
大海沟 dahaigou
大润发 Darunfa
大清 DaQing
大清帝国 DaQingDiguo
大清早 daqingzao
大渡口 Dadukou
大渡口区 Dadukouqu
大渡河 DaduHe
大港 Dagang
大港区 Dagangqu
大湄公河次区域 DaMeigongheciquyu
大湄公河次区域合作 DaMeigongheciquyuhezuo
大湖 Dahu
大湖乡 Dahuxiang
大溪 Daxi
大溪地 Daxidi
大溪豆干 daxidougan
大溪镇 Daxizhen
大满贯 damanguan
大潮 dachao
大火 dahuo
大灭绝 damiejue
大灯 dadeng
大灰狼 dahuilang
大灶 dazao
大灾 dazai
大炮 dapao
大炮打蚊子 dapaodawenzi
大烟 dayan
大热 dare
大煞风景 dashafengjing
大熊座 Daxiongzuo
大熊猫 daxiongmao
大熔炉 daronglu
大爆炸 Dabaozha
大爷 daye
大爷 daye
大片 dapian
大牌 dapai
大牌档 dapaidang
大犬座 Daquanzuo
大狱 dayu
大猩猩 daxingxing
大王 dawang
大王 daiwang
大环 DaHuan
大班 daban
大球 daqiu
大理 Dali
大理 dali
大理岩 daliyan
大理州 Dalizhou
大理市 Dalishi
大理白族自治州 DaliBaizuzizhizhou
大理石 dalishi
大用 dayong
大田 Datian
大田县 Datianxian
大田市 Datianshi
大田广域市 Datianguangyushi
大甲 Dajia
大甲镇 Dajiazhen
大男子主义 dananzizhuyi
大男子主义者 dananzizhuyizhe
大略 dalu:e
大疮 dachuang
大病 dabing
大白天 dabaitian
大白熊犬 dabaixiongquan
大白菜 dabaicai
大白话 dabaihua
大白鲨 dabaisha
大盖帽 dagaimao
大盘子 dapanzi
大相径庭 daxiangjingting
大眼角 dayanjiao
大石桥 Dashiqiao
大石桥市 Dashiqiaoshi
大破大立 dapodali
大社 Dashe
大社乡 Dashexiang
大神 dashen
大祥 Daxiang
大祥区 Daxiangqu
大祭司 dajisi
大祸 dahuo
大祸临头 dahuolintou
大禹 DaYu
大秦 DaQin
大竹 Dazhu
大竹县 Dazhuxian
大笑 daxiao
大笨象 dabenxiang
大箐山 daqingshan
大篆 dazhuan
大篷车 dapengche
大米 dami
